"","BIAS","RMSE","SDE","NA%","Name"
"1","0.113764811587863","1.60670354609273","1.60267084976028","11.203","aamc1WSPD"
"2","0.136312734807086","2.09553521971362","2.09109700764685","11.203","aamc1GST"
"3","-0.510113245816468","2.84155854289572","2.79539611310209","11.203","aamc1ATMP"
"4","0.0925586379391105","5.05482044621898","5.05397295620547","11.203","aamc1PRES"
"5","0.148497543882777","2.35721202012768","2.35252991209361","11.203","dpxc1WSPD"
"6","0.276790475602007","3.02499777206058","3.01230784508945","11.203","dpxc1GST"
"7","-0.519331682904232","3.23538463420913","3.19343206196851","11.203","dpxc1ATMP"
"8","0.0218085743833039","5.3320201669189","5.33197556694639","11.203","dpxc1PRES"
"9","0.105639179249891","1.71087332709991","1.70760882674848","11.203","ftpc1WSPD"
"10","0.133552437623178","2.48872762286433","2.48514163121799","11.203","ftpc1GST"
"11","-0.476937132808076","2.61747899633835","2.57366028597817","11.203","ftpc1ATMP"
"12","-0.169861550225975","5.1202966641905","5.11747838130023","11.203","ftpc1PRES"
"13","0.132368699947852","1.34682497427478","1.34030445742912","11.203","lndc1WSPD"
"14","0.111322340785521","1.92300052459759","1.91977559991907","11.203","lndc1GST"
"15","-0.369092165554457","2.84518050347509","2.8211386124544","11.203","lndc1ATMP"
"16","-0.0441701888423721","4.99307826207287","4.99288288723081","11.203","lndc1PRES"
"17","-0.343835303771366","2.87168227307356","2.85102373917956","11.203","obxc1ATMP"
"18","0.317580391027313","2.12580672200376","2.10195074027706","11.203","omhc1WSPD"
"19","0.365781069448027","2.63383833940462","2.6083152814319","11.203","omhc1GST"
"20","-0.000255568874577618","2.86786903203993","2.86786902065247","11.203","pcoc1WSPD"
"21","0.0621776227266957","3.37518501760466","3.37461225125125","11.203","pcoc1GST"
"22","-0.342306007811514","3.90298403591394","3.88794431308053","11.203","pcoc1ATMP"
"23","-0.137714997385222","5.38072823690556","5.37896560120326","11.203","pcoc1PRES"
"24","0.570616955575802","2.71448811695638","2.6538353428777","11.203","ppxc1WSPD"
"25","0.833736320553752","3.3772607620751","3.27273188679452","11.203","ppxc1GST"
"26","-0.543545377391498","2.82596774065666","2.77320249782602","11.203","ppxc1ATMP"
"27","0.0841341869383742","5.05051004127056","5.04980921575885","11.203","ppxc1PRES"
"28","0.0904658351113109","2.74742732753143","2.74593751799711","11.203","psbc1WSPD"
"29","0.275610910902324","3.6179210833294","3.60740787699298","11.203","psbc1GST"
"30","-0.146725256084638","4.26182781407865","4.25930135304856","11.203","psbc1ATMP"
"31","-0.234661410525899","5.76686924200139","5.76209292503615","11.203","psbc1PRES"
"32","-0.421173845082179","2.06564504776962","2.02225172903717","11.203","pxoc1ATMP"
"33","-0.315177819817499","2.45806999721263","2.43777994353305","11.203","pxsc1ATMP"
"34","0.0406021180755092","1.65634029595596","1.65584257827104","11.203","rcmc1WSPD"
"35","0.0828523658246409","2.26840399506059","2.26689041867579","11.203","rcmc1GST"
"36","-0.413319823408391","2.74502675182145","2.7137314885215","11.203","rcmc1ATMP"
"37","0.230894403543485","5.19819945280512","5.19306896984392","11.203","rcmc1PRES"
"38","-0.0411276420681934","1.54307212495304","1.54252393818216","11.203","rtyc1WSPD"
"39","-0.0464572840371843","1.98926263093667","1.98872007472167","11.203","rtyc1GST"
"40","-0.512922033931647","3.62990340237939","3.59348155661232","11.203","rtyc1ATMP"
"41","0.658453059383125","5.25109959432847","5.20965320517073","11.203","rtyc1PRES"
