"WSPD","GST","ATMP","PRES","Time","Components"
1.40248059678549,1.87040094434111,2.15452967370124,3.15964458205894,4.34737658500671,1
1.08517371166402,1.34942480298504,1.13953747366874,3.33727639410123,5.26415538787842,2
1.045249902239,1.30868462993329,0.783053860711263,1.1926746432155,6.22386336326599,3
0.999751023115969,1.22768799253699,0.848974548875392,1.33968987206471,6.77815270423889,4
0.953261738936596,1.1205985232628,0.924753575349027,1.53910812798905,7.66198992729187,5
0.945746548686206,1.10958805392198,0.957607663675692,1.51624329053044,9.32549357414246,6
0.932309776529827,1.13090213172031,0.963486281223293,1.5786107144323,9.36285018920898,7
0.922754274693406,1.13223566725295,0.985790840524705,1.58696684286732,9.33511185646057,8
0.930118737444479,1.1035968560002,0.993597427496291,1.64412271020018,10.4475066661835,9
0.937396821136414,1.13353429977233,1.00745099681669,1.64781848793883,11.0950226783752,10
0.926771264860471,1.10311960108882,1.01201485278049,1.69374135875465,12.0824337005615,11
0.923030015102559,1.11151179976153,1.00094863973794,1.64539420935716,13.6695685386658,12
0.922459637513515,1.09522723219852,1.0066864871938,1.69774973373466,12.7732458114624,13
0.925070904367059,1.10144781364719,1.02130176056018,1.70997547891897,12.3409988880157,14
0.924357188822244,1.08525664765435,0.993302320243924,1.65086839441744,14.1973462104797,15
0.907272048035612,1.10633464765081,1.0441708084737,1.68082825342029,14.465537071228,16
0.909812114520043,1.09515775126582,1.00393776380426,1.68224489938302,14.646561384201,17
0.918675152850284,1.09815211092922,0.988246153790858,1.66803413754121,19.3796565532684,18
0.917130062536605,1.08156004577306,0.99546919571628,1.64223281287073,16.8110299110413,19
0.91055958939168,1.08716083346736,1.00104771484624,1.69990454469853,15.8736419677734,20
0.91009339682845,1.10575673221209,1.0259480133854,1.66570463656066,17.2654995918274,21
0.917379596923856,1.09875947799836,1.0078319406851,1.66639757751101,16.8213381767273,22
0.907392047401111,1.11476711259906,1.02052355272775,1.70826898160772,17.1646704673767,23
0.910222364535131,1.10462682695005,0.987548310526795,1.6768952714234,16.9860253334045,24
0.913827254519821,1.10965174835214,0.994859588376675,1.67062264941625,20.491926908493,25
0.911724063570425,1.10874491767481,1.00752996649839,1.65731154758118,18.0239970684052,26
0.91768981140867,1.10545497170511,0.998388310622595,1.67632870844153,21.0373041629791,27
0.914307845294741,1.08724438898008,0.973995894169997,1.68318458983348,20.6528117656708,28
0.923581649107501,1.10486282096705,1.00128283582447,1.70997504504253,20.9964356422424,29
0.915115352256482,1.08484581558878,1.0097804996292,1.68858251331269,21.2574524879456,30
0.917152678337085,1.10670393732445,1.00224091988003,1.67754579461342,24.5739393234253,31
0.917735687346276,1.09496862142184,1.02283279912951,1.66545641832409,22.3921496868134,32
0.912482597401734,1.09354566153272,1.01407220000239,1.68205391026718,22.3391535282135,33
0.906032027590564,1.08434478386397,1.00018554740524,1.72312518797607,23.228319644928,34
0.926736374346469,1.10484196914163,0.998701397225347,1.71976914079065,22.4055147171021,35
0.914807913000811,1.10740070099886,0.986188571852188,1.68969508674596,23.0750799179077,36
0.905840038977472,1.08781858082731,1.00921777320418,1.68238335310537,24.87348985672,37
0.904127330743049,1.08783698021682,1.00316471024716,1.65628968865379,24.5372743606567,38
0.909977657268201,1.10374540424957,0.991529958946733,1.71284882529372,24.5354292392731,39
0.91605259330589,1.08872540787194,1.02315140101731,1.68489138556318,25.963794708252,40
